sample_id,total_loss,cover_loss,secret_loss,psnr_c,ssim_c,psnr_s,ssim_s,ber,text_acc
907,0.00889711,0.008429567,0.0004675429,20.741947,0.95089525,33.301785,0.9660206,0.3086751302083333,0.0
908,0.0016151619,0.000542979,0.0010721829,32.65217,0.9426957,29.69731,0.9087527,0.2703145345052083,0.0
909,0.0005942561,0.00026346647,0.00033078963,35.792747,0.9402619,34.804478,0.98147947,0.3026224772135417,0.0
910,0.0022997044,0.0016019386,0.0006977657,27.953539,0.94875294,31.562902,0.991565,0.3130594889322917,0.0
911,0.014994812,0.01422983,0.00076498155,18.468002,0.7373561,31.163488,0.9803621,0.3117268880208333,0.0
912,0.0034596291,0.0020198694,0.0014397596,26.946766,0.9422202,28.417099,0.9204915,0.3394063313802083,0.0
913,0.0028887142,0.0017881518,0.0011005624,27.475954,0.9862292,29.583853,0.932569,0.345367431640625,0.0
914,0.00093566783,0.0005921218,0.00034354604,32.275887,0.98459506,34.64015,0.9796989,0.3028971354166667,0.0
915,0.0011278986,0.0006741391,0.00045375948,31.712503,0.98525524,33.43174,0.9879262,0.3132832845052083,0.0
916,0.0031682996,0.002104318,0.0010639816,26.768887,0.9764213,29.73066,0.9794814,0.3212483723958333,0.0
917,0.000632248,0.00031154839,0.0003206996,35.064743,0.97102046,34.939014,0.97543216,0.3124186197916667,0.0
918,0.0018296633,0.0010346083,0.00079505495,29.85224,0.94820684,30.996027,0.9018781,0.3146870930989583,0.0
919,0.0035997597,0.003301256,0.00029850355,24.813208,0.8952119,35.250504,0.9619255,0.2858988444010417,0.0
920,0.0006064895,0.0003613485,0.00024514095,34.420734,0.9946124,36.10584,0.9816354,0.2795613606770833,0.0
921,0.005372699,0.0047075273,0.00066517136,23.27207,0.9405384,31.770664,0.95094186,0.3058268229166667,0.0
922,0.0010493576,0.00053881813,0.00051053945,32.685577,0.97296554,32.919704,0.9808395,0.31695556640625,0.0
923,0.0014598231,0.0006754281,0.00078439503,31.704208,0.96971196,31.05465,0.9717615,0.31719970703125,0.0
924,0.0015611227,0.0010790172,0.0004821056,29.669714,0.9667482,33.16858,0.9913257,0.3148905436197917,0.0
925,0.0030903802,0.0016542898,0.0014360906,27.81388,0.9704359,28.42818,0.95415616,0.3408101399739583,0.0
926,0.0024971268,0.00130091,0.0011962169,28.857527,0.92047185,29.2219,0.87208575,0.3283182779947917,0.0
927,0.0014537706,0.00054319686,0.00091057376,32.650425,0.9454312,30.406847,0.972061,0.3261922200520833,0.0
928,0.000966123,0.00060654536,0.00035957765,32.171368,0.9755788,34.44207,0.98104745,0.2929178873697917,0.0
929,0.0015753317,0.0011925405,0.00038279113,29.235268,0.9944065,34.17038,0.9754605,0.2725423177083333,0.0
930,0.0008412816,0.00042110475,0.00042017686,33.756096,0.98119515,33.765675,0.97530967,0.3095601399739583,0.0
931,0.0017405419,0.0013690898,0.00037145207,28.635677,0.8825473,34.300972,0.97144395,0.2953694661458333,0.0
932,0.0018264041,0.0007188361,0.001107568,31.4337,0.8718357,29.556295,0.87106186,0.3265482584635417,0.0
933,0.0010995528,0.00065334584,0.00044620698,31.848568,0.9538695,33.504635,0.94317096,0.2938435872395833,0.0
934,0.0028962677,0.0017149705,0.0011812972,27.657433,0.9317202,29.276407,0.9343787,0.338104248046875,0.0
935,0.0024014635,0.0019388457,0.0004626178,27.124565,0.9200427,33.347775,0.9782891,0.2813924153645833,0.0
936,0.001013885,0.00066021696,0.00035366812,31.803133,0.9717991,34.514038,0.98152894,0.3005167643229167,0.0
937,0.00073184323,0.00041125604,0.0003205872,33.858875,0.9652423,34.940536,0.96376187,0.2804361979166667,0.0
938,0.0019511073,0.00082117174,0.0011299356,30.85566,0.9619398,29.469461,0.94795346,0.3930257161458333,0.0
939,0.0043251375,0.0018006829,0.0025244546,27.445627,0.9592028,25.978325,0.94258505,0.3466084798177083,0.0
940,0.0014961045,0.0010424332,0.00045367138,29.819515,0.9757846,33.432583,0.97256154,0.2994486490885417,0.0
941,0.0017886063,0.0012631856,0.00052542065,28.985327,0.9713225,32.79493,0.9801178,0.308441162109375,0.0
